ppl,position,title,link,channel,published_date,views,thumbnail
JD Vance,,Vice President JD Vance gives remarks at Ohio Republican Party dinner,https://www.youtube.com/watch?v=BDDeJRta0x0,The National Desk,,4534,https://i.ytimg.com/vi/BDDeJRta0x0/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBPQM7o0_PTI-PJ5ZiVTJkGu1U96Q
JD Vance,,JD Vance and Trump's Team STRUGGLE On Iran Bombing Questions,https://www.youtube.com/watch?v=Xf-NDdMqrnM,Pod Save America,,355629,https://i.ytimg.com/vi/Xf-NDdMqrnM/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLB31b3o0a9quCADfWsiwuUwNGVoxw
JD Vance,,'How dare you': Mayor Bass responds to JD Vance's comments on Sen. Padilla,https://www.youtube.com/watch?v=sIN2YBxubsg,NBC News,,81995,https://i.ytimg.com/vi/sIN2YBxubsg/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAgkqfkvYk9IbQ3xfB4DvvZgnsvvQ
JD Vance,,"WATCH: Gavin Newsom Issues 'Message For JD Vance' As Vice President Visits Los Angeles, California",https://www.youtube.com/watch?v=v02G8f2lJD4,Forbes Breaking News,,35710,https://i.ytimg.com/vi/v02G8f2lJD4/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCfmJ4TuKKw2cu59FYqa0-hCsDMSw
JD Vance,,FULL: VP JD Vance delivers remarks at GOP dinner in Ohio,https://www.youtube.com/watch?v=fjmM5wLdhgU,LiveNOW from FOX,,118764,https://i.ytimg.com/vi/fjmM5wLdhgU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBrpdcmpLzT79XUuxaVXMNHsyzD2A
JD Vance,,JUST IN: JD Vance One-Ups Trump's F-Bomb By Flipping The Bird During Speech,https://www.youtube.com/watch?v=hgpXC9gcU-o,Forbes Breaking News,,53950,https://i.ytimg.com/vi/hgpXC9gcU-o/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAhiGY4ZEtiSnKA1ypStraCaNtFrA
JD Vance,,US Visas: Ivana Bacik shows picture of bald JD Vance in the Dáil during J1 speech,https://www.youtube.com/watch?v=00JyHZDAOVU,Irish Independent,,6415,https://i.ytimg.com/vi/00JyHZDAOVU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD01icBMQzpJNxpRemGY6TvOSFlQg
JD Vance,,"JD Vance is shape-shifting again, this time into an Iran war hawk",https://www.youtube.com/watch?v=a4iX-uZ9LRE,Bloomberg Opinion,,1519,https://i.ytimg.com/vi/a4iX-uZ9LRE/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhyIEcoOjAP&rs=AOn4CLDhBw0TLmUiZcE09YZ2NyCAZce1dw
JD Vance,,JD Vance Family| The Most Beautiful Family |#jdvance #ushavance #quantn10 #family #politics,https://www.youtube.com/watch?v=ymZPQJrTJ3Y,quantn10,,20299,https://i.ytimg.com/vi/ymZPQJrTJ3Y/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIEAoMzAP&rs=AOn4CLBYWeVWHzuc8pe-DxyV0rg4BMaE2w
JD Vance,,"BREAKING: Trump announces Iran, Israel have agreed to 'complete and total ceasefire'",https://www.youtube.com/watch?v=HTZ8MyxqB3Y,Fox News,,7212770,https://i.ytimg.com/vi/HTZ8MyxqB3Y/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBvLwrgx9_Xjcq1urfWjGF19bSJiw
JD Vance,,Israel-Iran: Vance reacts after Trump's ceasefire announcement | LiveNOW from FOX,https://www.youtube.com/watch?v=QeEN1uPiXF0,LiveNOW from FOX,,132351,https://i.ytimg.com/vi/QeEN1uPiXF0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBaVFvUgnFVOqticgrt9ozjXjGbag
JD Vance,,JD Vance deflects question on location of Iran's enriched uranium,https://www.youtube.com/watch?v=EreQdiebO3I,CNN,,110650,https://i.ytimg.com/vi/EreQdiebO3I/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCrM3wK34yWsMOX9oI69mEhBOsrnw
JD Vance,,"JD Vance: This War is Different, Back Then We Had Dumb Presidents",https://www.youtube.com/watch?v=Egp1ajm3AJo,MeidasTouch,,165405,https://i.ytimg.com/vi/Egp1ajm3AJo/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhZIF8oZTAP&rs=AOn4CLDdNC8ZmJQnWj8IhJ4R9kS-LQ2R9w
JD Vance,,"BREAKING: Trump announces Iran, Israel have agreed to 'complete and total ceasefire' #news #shorts",https://www.youtube.com/watch?v=cL91W9bGJ2c,Fox News,,341060,https://i.ytimg.com/vi/cL91W9bGJ2c/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIEUoPzAP&rs=AOn4CLAJa5IRRrjV1lBuTK2bbregbDqazw
JD Vance,,Live: Vice President JD Vance speaks while visiting federal officials in Los Angeles,https://www.youtube.com/watch?v=8CCe0JAyHiY,NBCLA,,19563,https://i.ytimg.com/vi/8CCe0JAyHiY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBit13Hg51QbVTLNDAqUPv6UJOWuw
JD Vance,,Vance gives Trump advice on handling Iran threat,https://www.youtube.com/watch?v=eKouIPwhbPA,Fox News,,375521,https://i.ytimg.com/vi/eKouIPwhbPA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDgSoOEk-hYlYNo2G42IdtfvpKBDg
JD Vance,,"JD Vance on Faith, Deportations, Trump’s Clash With the Courts | Interesting Times with Ross Douthat",https://www.youtube.com/watch?v=Z63oBGtmnWI,Interesting Times with Ross Douthat,,78361,https://i.ytimg.com/vi/Z63oBGtmnWI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA0085bVzPj8qU1idSjacPLmBKA7A
JD Vance,,JD Vance Outlines 'Trump Doctrine' #trump #jdvance #shorts,https://www.youtube.com/watch?v=mQDvML_yLNM,Newsweek,,12375,https://i.ytimg.com/vi/mQDvML_yLNM/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhMIFsoZTAP&rs=AOn4CLC8pm3p5bc1E_Ax0OqIlRZtLzToBQ
JD Vance,,Vice President JD Vance Delivers Remarks at the Munich Security Conference,https://www.youtube.com/watch?v=pCOsgfINdKg,The White House,,2156546,https://i.ytimg.com/vi/pCOsgfINdKg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAaOi6bo5MkoqrcJASU5AofH2sIzw
JD Vance,,JD Vance Weighs in on the Elon Musk vs. Donald Trump Fallout,https://www.youtube.com/watch?v=BewXLn92Xls,Theo Von Clips,,1069008,https://i.ytimg.com/vi/BewXLn92Xls/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDLolVSDiZf0rPgdCQdVAZLrq_SoA
JD Vance,,Vice President JD Vance puts up middle finger at dinner #Shorts,https://www.youtube.com/watch?v=otHHrZUMU4k,USA TODAY,,7485,https://i.ytimg.com/vi/otHHrZUMU4k/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhPIF4oZTAP&rs=AOn4CLCBZJJ1LkmNK9sLUcvgpuBkdnYMhA
JD Vance,,JD Vance Couldn't Keep His Cool with Theo Von,https://www.youtube.com/watch?v=SxPYWOqfffU,Valuetainment,,2122735,https://i.ytimg.com/vi/SxPYWOqfffU/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARgTIB0ofzAP&rs=AOn4CLDNbiZwgx1dHMzf4eDTcKTH-aRNhQ
JD Vance,,JD Vance gets into fiery back-and-forth with CNN’s Jake Tapper,https://www.youtube.com/watch?v=5MgsnsDFxrg,New York Post,,168434,https://i.ytimg.com/vi/5MgsnsDFxrg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBRJ6Xkg5fcAfVhoFauOYFW9eqUhw
JD Vance,,Jake Tapper and JD Vance spar over John Kelly. Watch the full interview here,https://www.youtube.com/watch?v=r75uumFxKBo,CNN,,1510288,https://i.ytimg.com/vi/r75uumFxKBo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDdUKZmZONvzACs0EWf6wiIK9tpVg
JD Vance,,Elon Musk Has an Unexpected Reaction to JD Vance’s Theo Von Prediction,https://www.youtube.com/watch?v=PkoiXIJxwDc,The Rubin Report,,149604,https://i.ytimg.com/vi/PkoiXIJxwDc/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIGUoZTAP&rs=AOn4CLDx_pvYbykhcQoFY8J4TCLWpIQdNQ
JD Vance,,Vance refers to Sen. Alex Padilla as 'José Padilla' in remarks during L.A. visit,https://www.youtube.com/watch?v=FCkTHleofU4,MSNBC,,192860,https://i.ytimg.com/vi/FCkTHleofU4/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhRIFsoZTAP&rs=AOn4CLBadhR5rEmQGANJD4oK-nLfTovzuQ
JD Vance,,JD Vance on His First Night Being Vice President,https://www.youtube.com/watch?v=-PWzZVowuGg,Theo Von Clips,,273944,https://i.ytimg.com/vi/-PWzZVowuGg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAqJ9oYJVOnPX06L712r9KwAQySQg
JD Vance,,The Many Faces Of JD Vance,https://www.youtube.com/watch?v=71oOtntxy_c,MeatCanyon,,2719533,https://i.ytimg.com/vi/71oOtntxy_c/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLADrJ9Snu8B0Ro03Inh0gRWR190zg
JD Vance,,Vice President JD Vance reveals the moment the Trump-Zelenskyy meeting 'went off the rails',https://www.youtube.com/watch?v=HOJS3qQlVjE,Fox News,,4742835,https://i.ytimg.com/vi/HOJS3qQlVjE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCqAaZq4ScK77Dfdcybxm694snLGQ
JD Vance,,FULL: JD Vance delivers Naval academy commencement speech,https://www.youtube.com/watch?v=UqXQi2tv7bA,LiveNOW from FOX,,140794,https://i.ytimg.com/vi/UqXQi2tv7bA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC_IKih65691ZxhCaApSldsMKbYhA
JD Vance,,"FULL EVENT: JD Vance Takes Multiple Questions At American Compass Gala In Washington, D.C.",https://www.youtube.com/watch?v=N2Lj9N-7fkM,Forbes Breaking News,,34659,https://i.ytimg.com/vi/N2Lj9N-7fkM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCQL6ThmiybNpotT_SWx1hOCKKLAw
JD Vance,,LA mayor fires back at VP JD Vance after comments on anti-ICE protests,https://www.youtube.com/watch?v=OYxRsGTcy_I,ABC7,,97062,https://i.ytimg.com/vi/OYxRsGTcy_I/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDq50_GmSdHgVu-IeT9zdgBjf2T2g
JD Vance,,JD Vance on Pope's views of Trump administration & immigration,https://www.youtube.com/watch?v=6nX7rIjcF90,LiveNOW from FOX,,110760,https://i.ytimg.com/vi/6nX7rIjcF90/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBMsi1f8uiUQcnC51Eeu6MyJbpd9w
JD Vance,,JD Vance says 'I've learned my lesson' on speaking for Trump,https://www.youtube.com/watch?v=aHPx0UAGXqo,NBC News,,8943977,https://i.ytimg.com/vi/aHPx0UAGXqo/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIFQoSjAP&rs=AOn4CLCyS1eJjAi0BthkNoD5ECKUDnggqg
JD Vance,,VP Vance says attack on Iran wasn’t based on Israeli intelligence,https://www.youtube.com/watch?v=dlO1iBGxGAk,NBC News,,23081,https://i.ytimg.com/vi/dlO1iBGxGAk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBU3xcqPZ1wnIK4KA1L5msoLVVB-A
JD Vance,,JD Vance sends scathing message to illegal immigrants: ‘Go back home’ #shorts,https://www.youtube.com/watch?v=kDlYUFfFEaw,Fox News,,158624,https://i.ytimg.com/vi/kDlYUFfFEaw/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIF8oUDAP&rs=AOn4CLB1bXE5pyp24iOOzqdD8OPsQbV48w
JD Vance,,JD Vance CRUMBLES: Nazis did a good thing,https://www.youtube.com/watch?v=lsAps2joOYw,David Pakman Show,,764937,https://i.ytimg.com/vi/lsAps2joOYw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA_Om3YcAnr2UkeAct-J_WtGdDHRA
JD Vance,,JD Vance says Trump decided that attacks on Iran were necessary 'over time',https://www.youtube.com/watch?v=x4Qs7xSCXN4,NBC News,,16468,https://i.ytimg.com/vi/x4Qs7xSCXN4/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhUIFsoZTAP&rs=AOn4CLBA06sebnPS_aS7Wioxk0CS9tej3w
JD Vance,,JUST IN: Vice President JD Vance Speaks To Military Parade For U.S. Army's 250th Birthday In D.C.,https://www.youtube.com/watch?v=-yZk92dZylc,Forbes Breaking News,,12777,https://i.ytimg.com/vi/-yZk92dZylc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA8AAkAJgfTW2y8LU0yHSj9zBjwvQ
JD Vance,,Sen. JD Vance | The Tim Dillon Show #414,https://www.youtube.com/watch?v=QPlqID3zv4k,The Tim Dillon Show,,2372097,https://i.ytimg.com/vi/QPlqID3zv4k/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAof7PLl_7Ur84siHhAfbIi_p-ppg
JD Vance,,JD Vance PANICS As Jasmine Crockett EXPOSES His Crimes on Live TV,https://www.youtube.com/watch?v=Kwwv8GsEtLs,Elite Nostalgia,,105101,https://i.ytimg.com/vi/Kwwv8GsEtLs/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCB-aTTBoE_GojG20Y53Ry4iPF7Lg
JD Vance,,"JD Vance, Usha Vance and sons arrive to US military parade in DC ahead of Donald Trump",https://www.youtube.com/watch?v=7qj-T15rHl0,TheColumbusDispatch,,8989,https://i.ytimg.com/vi/7qj-T15rHl0/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhNIFUoZTAP&rs=AOn4CLCSi6nb0SB8x1tQf11v4QwGxvyR1Q
JD Vance,,'FAKE BS': JD Vance sends fiery message to media during Cabinet meeting,https://www.youtube.com/watch?v=gjpUswvYk44,Fox News,,1039651,https://i.ytimg.com/vi/gjpUswvYk44/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD3auaDdjyjZ5nF55V0hiKGfiCEYg
JD Vance,,"J.D Vance, Best-Selling Author Opens Up About His Painful Childhood And The Future Ahead | NBC News",https://www.youtube.com/watch?v=Jv5pGTG_Kjc,NBC News,,4297108,https://i.ytimg.com/vi/Jv5pGTG_Kjc/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCDOrNY80HZ4oIC9ifL_URp09H2KA
JD Vance,,JD Vance says mass deportations should 'start with 1 million',https://www.youtube.com/watch?v=0gp_aaCzoX0,ABC News,,9309878,https://i.ytimg.com/vi/0gp_aaCzoX0/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhHIGUoYjAP&rs=AOn4CLCnIjDKY5h_2fu4-7ZkgpidWkwyYA
JD Vance,,JD Vance: Everything You Didn't Know About His Sh*tty Past,https://www.youtube.com/watch?v=Ez3SFlxELLk,Hysteria,,1904641,https://i.ytimg.com/vi/Ez3SFlxELLk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCbJUs1nUuSajxYrMrk_bB5sPFQfA
JD Vance,,JD Vance Was the Plan to Replace Trump All Along,https://www.youtube.com/watch?v=YAmH6am4I_M,Valuetainment Short Clips,,18566,https://i.ytimg.com/vi/YAmH6am4I_M/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIFcoUTAP&rs=AOn4CLCli69wcM73Ef-KpOJhmZ3q_VEiVw
JD Vance,,JD Vance refers to Sen. Alex Padilla as ‘Jose Padilla’,https://www.youtube.com/watch?v=HpDqwYSQ1rw,Associated Press,,6753,https://i.ytimg.com/vi/HpDqwYSQ1rw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCnFVyRya4pU-n8NXzT6XmqBxA4Fg
JD Vance,,JD Vance reveals why AOC brings him 'nightmares',https://www.youtube.com/watch?v=YPfEh0DzvLw,Fox News,,169866,https://i.ytimg.com/vi/YPfEh0DzvLw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC5bHnuGCTw4nb5Ws4jumilHY1crQ
JD Vance,,Who Is JD Vance? Why Trump Nominated Him for VP | WSJ,https://www.youtube.com/watch?v=-3s4ezgFaUE,The Wall Street Journal,,3415927,https://i.ytimg.com/vi/-3s4ezgFaUE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtZZNuW5KTKbHFiA-7h9wFMWudRw
JD Vance,,'He knows my name': Sen. Alex Padilla reacts to JD Vance calling him 'José' during L.A. visit,https://www.youtube.com/watch?v=N-ggv7HDytw,MSNBC,,137815,https://i.ytimg.com/vi/N-ggv7HDytw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDOWclx0LH5PTi_AJdp5nZ8Dk_Jxw
JD Vance,,JD Vance calls Sen. Alex Padilla 'Jose',https://www.youtube.com/watch?v=vYcKp9I-X4o,NBCLA,,29266,https://i.ytimg.com/vi/vYcKp9I-X4o/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhHIFcocjAP&rs=AOn4CLBNdSZzXHzS2HKk4sUCoWr59LnI6g
JD Vance,,JD Vance slams freedom in Europe in speech taking swipe at UK and other nations,https://www.youtube.com/watch?v=_AffOWudVHA,Sky News,,269151,https://i.ytimg.com/vi/_AffOWudVHA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDHKpzhbfxTWYshnlKtID2GiG-iAA
JD Vance,,Trump QUICKLY HUMILIATES JD Vance in Brutal Moment,https://www.youtube.com/watch?v=CsvhCPhRHEw,Adam Mockler,,80179,https://i.ytimg.com/vi/CsvhCPhRHEw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD9pBC-wqsdEhaaJGtYkyQ9RAwMQA
JD Vance,,Tony Hinchcliffe: JD Vance is a Real Badass,https://www.youtube.com/watch?v=NiKsh_I7wzQ,Club Random Podcast,,140322,https://i.ytimg.com/vi/NiKsh_I7wzQ/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhyIEsoJDAP&rs=AOn4CLD5VX0laH1l3WcS1Lb9wIuKup6bdg
JD Vance,,JD Vance | All-In Summit 2024,https://www.youtube.com/watch?v=eMxcM3ZcVmM,All-In Podcast,,741910,https://i.ytimg.com/vi/eMxcM3ZcVmM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAqlsbbzQ8jjKULvH9LnXItt86FxQ
JD Vance,,JUST IN: JD Vance's Speech Is Interrupted By Heckler—Then He Responds,https://www.youtube.com/watch?v=Elcg1hBFEnA,Forbes Breaking News,,711723,https://i.ytimg.com/vi/Elcg1hBFEnA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDQdmCMqWIV3LGPVwDoony0L0qzgg
JD Vance,,Critics slam JD Vance for referring to Senator Alex Padilla as 'Jose' during Los Angeles trip,https://www.youtube.com/watch?v=iBKSz1M97vg,Dayton 24/7 Now,,4730,https://i.ytimg.com/vi/iBKSz1M97vg/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhBIFQocjAP&rs=AOn4CLAeHXKTtCb4Hk5wp8WlWvHUtbj1tQ
JD Vance,,JD Vance Arrives: Army 250th Parade Kicks Off in Style! 🇺🇸🇺🇸,https://www.youtube.com/watch?v=im7xMUXH53c,Fatmir Sufa,,331558,https://i.ytimg.com/vi/im7xMUXH53c/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhDIEcoZTAP&rs=AOn4CLBKVU8ifJ4veK6BVj3v_lRONwhdNw
JD Vance,,JD Vance gets schooled by college student post-debate,https://www.youtube.com/watch?v=MBB70w8REcs,MSNBC,,7531702,https://i.ytimg.com/vi/MBB70w8REcs/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhyIE8oPjAP&rs=AOn4CLAZ1IaeEfW96RimbRHxgKtkW5Ms9g
JD Vance,,JD Vance comments on meeting Pope Francis a day before his death,https://www.youtube.com/watch?v=nmlKl97MvjI,NBC News,,63246,https://i.ytimg.com/vi/nmlKl97MvjI/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIE8oRjAP&rs=AOn4CLB5nkNkN5SGuQbG9r62R-W6d-uRfA
JD Vance,,BREAKING: JD Vance threatens possible 'further action' amid Israel-Iran conflict,https://www.youtube.com/watch?v=TQH3s9V-ZXQ,LiveNOW from FOX,,87687,https://i.ytimg.com/vi/TQH3s9V-ZXQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAg1s-7dmdu9X7vZreUvsjRN8reMA
JD Vance,,JD Vance Rushed To Walter Reed After Inner Hillbilly Returns | Onion News Network,https://www.youtube.com/watch?v=VsRXOGqxE1I,The Onion,,285495,https://i.ytimg.com/vi/VsRXOGqxE1I/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLABA9kk5q1fczNt2jL1uQotNmwz2A
JD Vance,,JD Vance’s Mysterious Past & Palantir’s Plan To Control The White House | Candace Ep 195,https://www.youtube.com/watch?v=d218dJ6R--A,Candace Owens,,542196,https://i.ytimg.com/vi/d218dJ6R--A/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAPDM-oqxiKQk9oMUv-OdFbmlSv4w
JD Vance,,JD Vance Says We're Tired of War—What Does That Really Mean?,https://www.youtube.com/watch?v=KPuZHGCeXRs,NowThis Impact,,65133,https://i.ytimg.com/vi/KPuZHGCeXRs/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIE8oSzAP&rs=AOn4CLD9UNpxjIcFljdUBMOmQZS9JVSBag
JD Vance,,"VIRAL MOMENT: Marco Rubio Cracks Up JD Vance, Spectators With 'Geico' Joke At Swearing-In",https://www.youtube.com/watch?v=bpD_bnL963w,Forbes Breaking News,,1726542,https://i.ytimg.com/vi/bpD_bnL963w/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAr5KGg7_2wiIf1HxHUWovkz2OY5A
JD Vance,,A war of words between Karen Bass and JD Vance  | FOX 11 LA,https://www.youtube.com/watch?v=uVhyzSEa6O4,FOX 11 Los Angeles,,28822,https://i.ytimg.com/vi/uVhyzSEa6O4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDO2MUsoq-z7wNuRuyFcxQXwG2JHA
