ppl,position,title,link,channel,published_date,views,thumbnail
Kamala Harris,,“Kamala Harris Would Not Have Had the Courage or Fortitude To Take Such an Essential Step” vs Iran,https://www.youtube.com/watch?v=QLje2NYHrm8,2WAY,,16281,https://i.ytimg.com/vi/QLje2NYHrm8/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhdIGUoVzAP&rs=AOn4CLDnD5k4MIAz37TQuGK7NYNgDrRRbg
Kamala Harris,,Kamala Harris makes surprise appearance at Compton High School graduation ceremony,https://www.youtube.com/watch?v=VX9FEjLI7iQ,KCAL News,,1468,https://i.ytimg.com/vi/VX9FEjLI7iQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA10A7SdKmLQoeAr55OwH7Frfvnyw
Kamala Harris,,Kamala Harris Plans to Write Tell-All Book,https://www.youtube.com/watch?v=u3YCFoTa3Yk,Late Night with Seth Meyers,,212752,https://i.ytimg.com/vi/u3YCFoTa3Yk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBjJefLDbi8KOQxoAiD7Y9aB-8R2w
Kamala Harris,,Donald Trump to Investigate Beyoncé's Alleged $11M Kamala Harris Endorsement | E! News,https://www.youtube.com/watch?v=BQAwnZqChlI,E! News,,25706,https://i.ytimg.com/vi/BQAwnZqChlI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCcbbtljPFy4oniajssydou-iSjaw
Kamala Harris,,Harris and Trump Rallies Cold Open - SNL,https://www.youtube.com/watch?v=pg4Z1M_GjhQ,Saturday Night Live,,12809275,https://i.ytimg.com/vi/pg4Z1M_GjhQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDWaN7MlKopljOI7gKQ1yce8ABjXw
Kamala Harris,,"Kamala Harris Hits Out at Trump After First 100 Days, Fuels 2026 Speculation",https://www.youtube.com/watch?v=B8OdKEUL5HI,The Indian Express,,1754,https://i.ytimg.com/vi/B8OdKEUL5HI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAx7w7MuF_1Q72TImaV2Fu42HCwYg
Kamala Harris,,Kamala Harris Launches Her Campaign for President,https://www.youtube.com/watch?v=sHky_Xopyrw,Kamala Harris,,2032116,https://i.ytimg.com/vi/sHky_Xopyrw/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhDIFQocjAP&rs=AOn4CLD0_Tm7ONO9ytKj7ReLKv6u6A8rvw
Kamala Harris,,Kamala Harris to speak at San Francisco event,https://www.youtube.com/watch?v=QjjztsriaOg,NBC Bay Area,,8410,https://i.ytimg.com/vi/QjjztsriaOg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAiiaLN9F8pbl2WHmD8n9MsWSEXlQ
Kamala Harris,,Kamala Harris LIVE: Kamala Harris delivers first major address since leaving office | TN LIVE,https://www.youtube.com/watch?v=9EG1hnEB_64,TIMES NOW,,2622,https://i.ytimg.com/vi/9EG1hnEB_64/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCpzYm2szuDuu6GVE_nXHyGXKbagg
Kamala Harris,,Former Pres. Biden 'Wasn't Surprised' by Pres. Trump's 2024 Win Over VP Harris | The View,https://www.youtube.com/watch?v=c3d-WVGRfPw,The View,,497176,https://i.ytimg.com/vi/c3d-WVGRfPw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAwbssObiB-bZ1g6SnKytbM9PhzCQ
Kamala Harris,,'Not here to say I told you so': Kamala Harris says this is what 'we knew would happen',https://www.youtube.com/watch?v=t7KBe4C6ZYg,MSNBC,,2166657,https://i.ytimg.com/vi/t7KBe4C6ZYg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZWKzq2dvARIUdI7DScVcvm6TgUQ
Kamala Harris,,Democrats chose Kamala Harris as presidential candidate ‘because she was a woman’,https://www.youtube.com/watch?v=KMgwZnGp5bc,Sky News Australia,,15690,https://i.ytimg.com/vi/KMgwZnGp5bc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBiUmZ_9tTdt6I5TK7YumkOfX-ZJw
Kamala Harris,,Closing Argument Speech from Vice President Kamala Harris,https://www.youtube.com/watch?v=OSTleAR0L_0,Kamala Harris,,871539,https://i.ytimg.com/vi/OSTleAR0L_0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMLbNq1rHNdU9yqY4e8T98tY4njg
Kamala Harris,,Watters: Kamala Harris is still ‘unburdened’,https://www.youtube.com/watch?v=a5r9yPswO4k,Fox News,,557669,https://i.ytimg.com/vi/a5r9yPswO4k/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBLMCpZq7a57kDc54OZdDP9DIZo9A
Kamala Harris,,Gov. Tim Walz reacts to Kamala Harris' 'I told you so' comment,https://www.youtube.com/watch?v=XqM2F1JxX0c,CNN,,1212337,https://i.ytimg.com/vi/XqM2F1JxX0c/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDM-IDHI7_gsLGlS7fEwrha0e-1dg
Kamala Harris,,Gutfeld: Dems held a fake party for Kamala Harris?,https://www.youtube.com/watch?v=okQKJciPGEM,Fox News,,774599,https://i.ytimg.com/vi/okQKJciPGEM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAkcNs7zZw3bqTKjJzNx4NmlCSZQA
Kamala Harris,,Kamala Harris: The 2024 60 Minutes Interview,https://www.youtube.com/watch?v=TJys7OVH24E,60 Minutes,,3940298,https://i.ytimg.com/vi/TJys7OVH24E/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDBmBT89EYI0gQFci-uh6B3ZVXUeA
Kamala Harris,,Kamala Harris hits out at President Trump in first major speech since losing US election. #BBCNews,https://www.youtube.com/watch?v=WW7XgVAHQPw,BBC News,,61723,https://i.ytimg.com/vi/WW7XgVAHQPw/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhXIGUoYzAP&rs=AOn4CLBMxCUbE8rLk4geA2ik5A58B2ulWA
Kamala Harris,,"WATCH: How to pronounce Kamala Harris, according to her nieces | 2024 DNC Day 4",https://www.youtube.com/watch?v=RqereirU0-w,PBS NewsHour,,308591,https://i.ytimg.com/vi/RqereirU0-w/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBtpMZd1XnjpGd_vLtG1oXGXojf6Q
Kamala Harris,,FCC releases unedited '60 Minutes' transcript from Kamala Harris interview,https://www.youtube.com/watch?v=Eqvczy5VAnA,Fox News,,205028,https://i.ytimg.com/vi/Eqvczy5VAnA/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhBIFUocjAP&rs=AOn4CLCbHS9l2xV8a6eJ8qs5cfU4WeM3KA
Kamala Harris,,Did Kamala Harris Almost Call Donald Trump Her Favorite Curse Word?,https://www.youtube.com/watch?v=hQxA_1CEC_M,NowThis Impact,,4546635,https://i.ytimg.com/vi/hQxA_1CEC_M/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIEwoQjAP&rs=AOn4CLDs61yPI-KbMbjZQjQaMzWHmW5lAA
Kamala Harris,,Jill Biden Restarts Kamala Harris Feud With Shady Side-Eye At Inauguration,https://www.youtube.com/watch?v=6QaAL476KwU,Nicki Swift,,22441,https://i.ytimg.com/vi/6QaAL476KwU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB-FvuTDS50UrV77IZouQFPj2gnDw
Kamala Harris,,WATCH: Jill Biden Takes Her Seat Next To Kamala Harris At Jimmy Carter Funeral,https://www.youtube.com/watch?v=Bw5E6So3XAE,Forbes Breaking News,,932162,https://i.ytimg.com/vi/Bw5E6So3XAE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBs07dbVF2IUM0V-Sr-fg_HmeZpGw
Kamala Harris,,‘Trying so hard to sound profound’: Kamala Harris mocked over latest ‘word salad’,https://www.youtube.com/watch?v=1wkrhV8chYI,Sky News Australia,,175193,https://i.ytimg.com/vi/1wkrhV8chYI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDv62He0i1kXG4WQWJJ7KdHdrSa0A
Kamala Harris,,Kamala Harris delivers concession speech after election loss,https://www.youtube.com/watch?v=E3UVZkgRfU8,ABC News,,575622,https://i.ytimg.com/vi/E3UVZkgRfU8/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIFMoTjAP&rs=AOn4CLCbgNbv2R1P4Mie44fHFiv5ifK6_Q
Kamala Harris,,"Was Kamala Harris ""Drunk"" in Her Video Message? | Vantage with Palki Sharma",https://www.youtube.com/watch?v=zxLH5aSmlBI,Firstpost,,1378458,https://i.ytimg.com/vi/zxLH5aSmlBI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBMtMJ3zQctStK3ev80tVGfleWjcQ
Kamala Harris,,"Watch the Key Moments CBS News Edited Out of Kamala Harris ""60 Minutes"" Interview, w/ Andrew Klavan",https://www.youtube.com/watch?v=psrZhVO6kJc,Megyn Kelly,,465220,https://i.ytimg.com/vi/psrZhVO6kJc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBwIesMi0_i7bkQayizWP83qRzLIA
Kamala Harris,,"""Dumb As Ever"": Megyn Kelly Reacts to Kamala Harris's Empty Speech at Leading Women Defined Summit",https://www.youtube.com/watch?v=CznoVs8J2J4,Megyn Kelly,,216664,https://i.ytimg.com/vi/CznoVs8J2J4/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIFUoWDAP&rs=AOn4CLAPVZChxNovssXY_6bf3nEd8_yUHQ
Kamala Harris,,"""Not Drunk, Just Her Normal Self"": Megyn Kelly on Kamala Harris' Word Salad to Broadway Cast",https://www.youtube.com/watch?v=WfqgEzYErJk,Megyn Kelly,,2246658,https://i.ytimg.com/vi/WfqgEzYErJk/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhnIGcoZzAP&rs=AOn4CLAoew4KI_aZk912ADrK0kkc3HTZDw
Kamala Harris,,"Campaign Event in Atlanta, Georgia with Vice President Kamala Harris",https://www.youtube.com/watch?v=uV9tz4WMVxc,Kamala Harris,,761845,https://i.ytimg.com/vi/uV9tz4WMVxc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAhJ32qinVrW8gSXlM7j-X9xMXQmw
Kamala Harris,,Vice President Kamala Harris' Closing Argument Speech to American Voters,https://www.youtube.com/watch?v=Z5t7EmrrGs4,Kamala Harris,,382026,https://i.ytimg.com/vi/Z5t7EmrrGs4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLADwluY3u09sUDc4073bbujU_NzEA
Kamala Harris,,"""That Was ATROCIOUS"" - CBS Forced To Release Kamala's UNEDITED 60 Minutes Interview",https://www.youtube.com/watch?v=AnbEVcsBKZ0,Valuetainment,,1822774,https://i.ytimg.com/vi/AnbEVcsBKZ0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBtTORKpmHWQPr1enImlrEkh2wIXw
Kamala Harris,,'Dodged a bullet’: ‘Gutfeld!’ evaluates Kamala Harris’ ‘verbal vomit’ speech,https://www.youtube.com/watch?v=5UBFRiRuYm0,Fox News,,247766,https://i.ytimg.com/vi/5UBFRiRuYm0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBplHi-L0EmLH3xqIXs-CKf1YVwOg
Kamala Harris,,That Means You | Will Ferrell for Kamala Harris,https://www.youtube.com/watch?v=Wo7KwWIg-7o,Kamala Harris,,511851,https://i.ytimg.com/vi/Wo7KwWIg-7o/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIGUoZTAP&rs=AOn4CLBfpFucQ06HcNWwgb0e0mL3EFgSaw
Kamala Harris,,The Best of Maya Rudolph as Kamala Harris on SNL,https://www.youtube.com/watch?v=vwUMxShUYg4,MsMojo,,5678377,https://i.ytimg.com/vi/vwUMxShUYg4/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARheIF4oXjAP&rs=AOn4CLBR8aVRypO2cIAn4H6abwlV2EZ0kA
Kamala Harris,,'Surprising amount of support’ from Democrats for Kamala Harris to re-run in 2028,https://www.youtube.com/watch?v=lDgtP8wa6Ho,Sky News Australia,,23131,https://i.ytimg.com/vi/lDgtP8wa6Ho/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAXsZF6bM4nRQUb0hDHpYx2PtGl3A
Kamala Harris,,Kamala Harris ‘mad’ she ‘can’t destroy America’,https://www.youtube.com/watch?v=RxurdLBQ6ik,Sky News Australia,,143518,https://i.ytimg.com/vi/RxurdLBQ6ik/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCTNIPU2YxjODHiwvGD48VJg1Msig
Kamala Harris,,"Kamala Harris Breaks Silence After Trump’s 100 Days, Speaks at Emerge America Gala #shorts",https://www.youtube.com/watch?v=8QaUD2AhOjs,Oneindia News,,14422,https://i.ytimg.com/vi/8QaUD2AhOjs/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhKIEooWTAP&rs=AOn4CLDGpSM2UHCuD4R3YpV38toT1kEspQ
Kamala Harris,,Donald Trump vs Kamala Harris. Epic Rap Battles of History,https://www.youtube.com/watch?v=HVZtKKryjfU,ERB,,7568043,https://i.ytimg.com/vi/HVZtKKryjfU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC785Px_ar7L1wZBdWBhbtEIsNZwA
Kamala Harris,,Kamala Harris addresses Democratic National Convention | full video,https://www.youtube.com/watch?v=saLT1JF4bRA,CBS News,,450871,https://i.ytimg.com/vi/saLT1JF4bRA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA3Jyew34oAUpQCnN8-56fCWt1ftA
Kamala Harris,,Former Vice President Kamala Harris delivers remarks,https://www.youtube.com/watch?v=ro_Y2yccadQ,11Alive,,18678,https://i.ytimg.com/vi/ro_Y2yccadQ/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAxNVb1xIfGQygKV855Xwz8leKpHA
Kamala Harris,,"'Motherf***er': Kamala Harris blasted CNN host following tense interview, new book reveals",https://www.youtube.com/watch?v=fZs9SwPCj1E,Sky News Australia,,248214,https://i.ytimg.com/vi/fZs9SwPCj1E/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB-AMO3yVzL7JId_iDMl19NPNJUdQ
Kamala Harris,,Kamala Harris makes surprise appearance at Compton High School graduation ceremony,https://www.youtube.com/watch?v=VX9FEjLI7iQ,KCAL News,,1468,https://i.ytimg.com/vi/VX9FEjLI7iQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA10A7SdKmLQoeAr55OwH7Frfvnyw
Kamala Harris,,Joe Rogan FIERCELY Pushes Back On Harris Campaign On Why Kamala SKIPPED Podcast,https://www.youtube.com/watch?v=Q9CQRuz68Yc,The Hill,,118179,https://i.ytimg.com/vi/Q9CQRuz68Yc/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB1nDXDHX4dE26MMZeY4HqkkxVwmg
Kamala Harris,,Kamala Harris lays into Trump in first major post-election speech | KTVU,https://www.youtube.com/watch?v=hn6bBfRUdys,KTVU FOX 2 San Francisco,,73212,https://i.ytimg.com/vi/hn6bBfRUdys/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLApG-BJFfcptaEOWCHoL4lW8YOoOQ
Kamala Harris,,Kamala Harris snipes at Trump and Elon Musk in NAACP Image Awards speech,https://www.youtube.com/watch?v=vFdCzDPYwGE,New York Post,,19091,https://i.ytimg.com/vi/vFdCzDPYwGE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDCfytPWPc1vUyw7XyyTOtijXeS9Q
Kamala Harris,,Kamala Harris goes on weird rant talking about Doritos,https://www.youtube.com/watch?v=FARiNYGOXXw,news.com.au,,7794,https://i.ytimg.com/vi/FARiNYGOXXw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCe6pFdKDVZgHEWo6HOAMAct5w8VQ
Kamala Harris,,‘Worse than we thought’: Kamala Harris roasted following release of unedited 60 minutes interview,https://www.youtube.com/watch?v=AEd8vCBPENI,Sky News Australia,,661043,https://i.ytimg.com/vi/AEd8vCBPENI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC5qyAVlbJg_41hjajkEeY8rwOg_g
Kamala Harris,,Kamala Harris gets strong poll numbers in California governor's race despite no announcement,https://www.youtube.com/watch?v=VGXSxRrKvRo,CBS News Sacramento,,15356,https://i.ytimg.com/vi/VGXSxRrKvRo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAQ7CHik5XpABG1cTUuWoD3_VdYKg
Kamala Harris,,Live: Kamala Harris speaks at emerge America Gala after Trump marks 100 Days in office,https://www.youtube.com/watch?v=QTvRyRKxoZk,The Independent,,3757,https://i.ytimg.com/vi/QTvRyRKxoZk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC1KjYtD9FzuY1syEVMaduNFZam3g
Kamala Harris,,THIS IS A MUST WATCH!! KAMALA HARRIS: THIS COUNTRY IS OURS,https://www.youtube.com/watch?v=Jlkko3p_X8M,The Democrats,,16532,https://i.ytimg.com/vi/Jlkko3p_X8M/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIFMoQTAP&rs=AOn4CLBR5aO2S60FvDxqJ3MOSzWmK9EGPw
JD Vance,,FULL INTERVIEW: JD Vance says US 'substantially delayed' Iran's nuclear weapon program,https://www.youtube.com/watch?v=PZpRbo7RD_Y,NBC News,,337805,https://i.ytimg.com/vi/PZpRbo7RD_Y/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDzhMpNgNHqo2y_WWlQgx1RFMToKQ
JD Vance,,Are You A Racist?,https://www.youtube.com/watch?v=K3qYJoSV0lI,JD Vance for Senate,,827681,https://i.ytimg.com/vi/K3qYJoSV0lI/hq720.jpg?sqp=-oaymwE9COgCEMoBSFryq4qpAy8IARUAAAAAGAElAADIQj0AgKJDeAHwAQH4Af4JgALQBYoCDAgAEAEYZSBXKE4wDw==&rs=AOn4CLA_bfnxOEDNabLQFwHPyvp5pZqxMw
JD Vance,,Vice President JD Vance: ‘We’re not at war with Iran’,https://www.youtube.com/watch?v=BP3ijHy1Hzg,ABC News,,438939,https://i.ytimg.com/vi/BP3ijHy1Hzg/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCadColaFgFl2bOoK4Cf-ypXh6JKQ
JD Vance,,VP Vance to deliver keynote address at Ohio Republican Party dinner,https://www.youtube.com/watch?v=-8v7CDgDpIc,FOX 29 Philadelphia,,11576,https://i.ytimg.com/vi/-8v7CDgDpIc/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDj-9zKnK7_Hm4yHVgM1AeXRMrX6w
JD Vance,,JD Vance Gives Middle Finger,https://www.youtube.com/watch?v=S_9LVP8GsqY,NowThis Impact,,60457,https://i.ytimg.com/vi/S_9LVP8GsqY/hq720_2.jpg?sqp=-oaymwE9COgCEMoBSFryq4qpAy8IARUAAAAAGAAlAADIQj0AgKJDeAHwAQH4AbYIgAKAD4oCDAgAEAEYciBQKD8wDw==&rs=AOn4CLA0CxoBI_FUGAl0PV2Q0m4FGoilYA
JD Vance,,Joe Rogan Experience #2221 - JD Vance,https://www.youtube.com/watch?v=fRyyTAs1XY8,PowerfulJRE,,20413670,https://i.ytimg.com/vi/fRyyTAs1XY8/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLB6KBqPjPqGVnzgJEbwlNGN5tQFow
JD Vance,,Trump HUMILIATED by JD Vance in VIRAL MOMENT,https://www.youtube.com/watch?v=yMwHQX501jA,Adam Mockler,,276359,https://i.ytimg.com/vi/yMwHQX501jA/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAhpekvW3KkQavPd_9QT09wtQagfw
JD Vance,,Vice President JD Vance | This Past Weekend w/ Theo Von #588,https://www.youtube.com/watch?v=GbJsQk4rbBw,Theo Von,,2621548,https://i.ytimg.com/vi/GbJsQk4rbBw/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDj2b02LnD154WjC8EOjUJs5w1bQw
JD Vance,,WATCH: VP Vance delivers remarks in Los Angeles,https://www.youtube.com/watch?v=yFJep_vytK4,Fox News,,570740,https://i.ytimg.com/vi/yFJep_vytK4/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBhgcK5h85Rqmt3962egPdzWjI5Rw
JD Vance,,"JD Vance on ICE protests, Iran-Israel latest & Tulsi Gabbard",https://www.youtube.com/watch?v=fQJGGBJoGWY,LiveNOW from FOX,,203567,https://i.ytimg.com/vi/fQJGGBJoGWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBtmqHMNOoVK93l2t8lZDuUy65-WA
JD Vance,,JD Vance Meme Gets Man Detained & Kicked Out Of America,https://www.youtube.com/watch?v=NtxqW8rqvt8,PDS News Clips,,1706234,https://i.ytimg.com/vi/NtxqW8rqvt8/hq720_2.jpg?sqp=-oaymwE9COgCEMoBSFryq4qpAy8IARUAAAAAGAAlAADIQj0AgKJDeAHwAQH4AbYIgAKAD4oCDAgAEAEYZSBCKFswDw==&rs=AOn4CLDM7D9Kw0M_hl5I3z-2d81Mdu82DA
JD Vance,,JD Vance on Donald Trump Pressing The “Red Button” in The Oval Office #trump #vance #ovaloffice,https://www.youtube.com/watch?v=SYDJnqhXfs0,People's World Report,,39628,https://i.ytimg.com/vi/SYDJnqhXfs0/hq720_2.jpg?sqp=-oaymwE9COgCEMoBSFryq4qpAy8IARUAAAAAGAAlAADIQj0AgKJDeAHwAQH4AbYIgAKAD4oCDAgAEAEYUiBOKGUwDw==&rs=AOn4CLAIaK1AyUycTXYov5lbsJOCnb6k-Q
JD Vance,,LIVE: Vice President JD Vance in Los Angeles,https://www.youtube.com/watch?v=_1gBo7AVOLw,FOX 11 Los Angeles,,23685,https://i.ytimg.com/vi/_1gBo7AVOLw/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCjMUJ_raAsjtg2y8NCwUcW3s3hHQ
JD Vance,,JD Vance: ‘We’re not at war with Iran. We’re at war with Iran’s nuclear program’,https://www.youtube.com/watch?v=nsOSDnjhGIE,NBC News,,22444,https://i.ytimg.com/vi/nsOSDnjhGIE/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAQ6wTOauv9KXHFDyJTwD04x2Qgkg
JD Vance,,"VP JD Vance takes shots at Newsom, Bass over LA protests, ICE raids",https://www.youtube.com/watch?v=BGbZ5V7iE48,LiveNOW from FOX,,555649,https://i.ytimg.com/vi/BGbZ5V7iE48/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDiHfSpFlHlr2N1ULFjsK9Xjmd9lQ
JD Vance,,Iran ‘just not very good at war’: JD Vance reacts to Middle East ceasefire agreement,https://www.youtube.com/watch?v=U1FEVWST-AA,Sky News Australia,,14162,https://i.ytimg.com/vi/U1FEVWST-AA/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBOd2g4AV9YCKhyS9hDuf9k5woc1g
